song_title,artist_name,lyrics
- What did I say? Huh? You hear me?
- What are you doin'?
You hear me? I told you!
You leave my son alone!
Don't you ever put your motherfuckin'
Hands in my face
I will put my hands
Wherever I want to!
You stop buying him shit
I ain't buyin' him shit
- Fuck!
- Go home. Go!
The Nikes
The Sega game, the haircut!
You thought you were slick, right?
I saw him riding the bike
You wouldn't let him bring that home
You best stay the fuck
Out of my face
I am not scared of you
Maybe you're scared of Andre
You get Andre. I don't give a fuck
You are sellin'
Your own people death
All of y'all. I'm not gonna let you
Take him with you
You hear me?
I can't let you do that
I can't let you do that
Can't! You understand?
I'm gonna go get Andre
She took a pop at him, the ho
Yeah, here come your friend, man
Now you're beatin' up
On defenceless women?
- What gives?
- Come on, man. She attacked me
Can I talk to you a minute?
Have a seat
Don't look so depressed
Worse things could happen
Hey, Ronnie, have I treated you
Like a hard-on out here?
What?
Have I not treated you
Like a man out here?
Talked to you
With respect, courtesy, huh?
What you talkin' about?
Why you tryin' to make
A fuckin' fool outta me?
- What you talkin' about?
- What am I talkin' about?
You told me you
Didn't know Darryl Adams
I'm running around like
A horse's ass on that
Not only did I find out
That you know him
But you worked a year with him
At Rodney's store
Why the fuck didn't you tell me?
I thought you meant
This other Darryl
What other Darryl?
If you knew some other Darryl
You should have said
""Yeah, I know him,"" right?
- I don't get it
- I only know one Darryl
You said you didn't see
Your brother in two months
- Oh, God
- You got all kind...
What? Ronnie, don't ""Oh, God"" me
You got all kinds of pissed off
At me just like you are now
- cos I forgot you said that, right?
- Yeah
Well, guess what?
I go into the Kool Breeze
The bar your brother was in
Just before the shootin'
The bartender ID'd you
In there that night
He even remembered the drink
He made for you
Pina colada, straight out of a can
Does this ring a bell?
Why did you lie to me?
- Cos man, it's my brother
- What's your brother?
Your brother made you lie?
Tryin' to look out for him
Explain to me how lyin' helps him
He's locked up
What you sayin'?
You tryin' to pin this on me?
I didn't say that. You said that
I asked you why you throwin' me
A line of shit. Why did you say that?
Oh, man
See, you fuckin' with my words
You confusin' me
Twistin' my shits around
Me? Oh, who's twistin' who
Here, Ronnie?
All's I'm askin' is why did you
Try to play me like a jerk?
- Please, stop fuckin' with me
- What's in it for you?
What the fuck is this?
We already spoke about this shit
Hey, Ronnie! I just want to know
What you know
Am I under arrest?
Fuck, no! If I arrest you
I can't talk to you
Then the conversation's over
Fine. You don't have to do shit
But if you wanna continue
To do business here
Without Jo-Jo and his crew puttin'
Their hands in your pockets
I would think about
Takin' a ride right now
What the fuck I look like?
I ain't goin' nowhere
With your homo-cide ass
Look
Shit
Are you comin' or what?
How you doin'?
Man, you crazy, man?
I ain't goin' up in there
No?
Yo, Rocco. Yeah, yeah, come on, come
On, man. I ain't got nothin' to say
I was prayin'
You could help me out here
Because to tell you the truth
I've come completely around
To your way of thinking
- What's my way of thinkin'?
- I know your brother is innocent
If Victor was my brother
And I knew what you know
Every day of my life
Would be a living hell
You think we can do something
About this?
- About what?
- All bullshit aside
You, me, Victor, we all know
Who did Darryl Adams
Who?
Who do you think?
I don't know. You tell me
You!
- Me?
- You little fuck. You did it
I know it, you know it!
- Your brother knows it
- Shit
What's the thinkin' on this
That if Victor claims self-defence
He'll get off
Because he has no record?
His life is over!
I know it's rough out here
For young, black males
With racism, no jobs
Single parent families...
- Fuck that
- Don't fuckin' gesture at me
Have some fuckin' respect
But you're the fuckin' king snake!
You're a low-down, cold-blooded
Evil junkyard nigga...
- ..like I've never seen in my life
- What you talkin' about?
What'd you do, offer him money?
Who the fuck are you kiddin'?
You're not the Mafia
You're not even Rodney Little! You're
A skinny-ass snake motherfucker
You think you're hot shit. You ain't
Nothing but a cold, fucking fart
You don't know a motherfuckin' thing
About me
You just a racist-ass
Nigga-hating cop
You don't know how it is
For brothers
And you motherfuckin' definitely...
- Don't point...
- ..nothin' about what's goin' on
Don't you fuckin' point
Your finger at me
What's goin' on? What don't I see?
I ain't tellin' you shit
Till I see my lawyer
Listen. I talked to...
Look at me
I got something nice to say
I talked to all your brother's
People. He's one of the decent ones
Probably in his deluded decency
He thinks he's doing a noble thing
But you and Victor playin' me
For a patsy? Usin' me?
Back up with that shit
I read you like a Marvel fuckin'
Spiderman comic book!
I been inside your bald pea brain
Since you were born
You don't play me, I play you!
Fuck!
Rocco, you can't do this
In front of our house
Understand? It's no good
Strike
Strike!
You want to make yourself crazy
Goin' after someone else on this?
There's your man, right over there
Hold on
Man, get your little ass in the car
Fuck Rodney. Yo thinks
He's gonna okey-doke me
He's goin' down, Larry
Down for the fuckin' count
Take it easy
- How ya doin'?
- Fuck you, too, Rodney
- Come on. Hey! Take it easy
- I'm gonna cripple that cocksucker
I swear on my mother's grave
I'm gonna cripple him
You were supposed to be
At my spot an hour ago
What am I supposed to do?
Tell Homicide I can't talk now?
I gotta go bag up some ounces
For my boss, Rodney Little?
- He arrest you?
- Nah
Why didn't you tell him
To go fuck hisself?
Well, what did he want?
Nothin' much
You know, same old, same old
- He ask about me?
- Nah
- Huh?
- Nah. Damn
Cos I never said nothin' to you
About shootin' nobody
All's I said, you want Darryl's spot
You got to get it for yourself
- Shit, I didn't even say that
- Fuck you, Rodney
Excuse me. Who the fuck are you
Talkin' to like that?
You outta your motherfuckin'
Mind, hmm?
You think I'm one of them little crew
Niggers sittin' on a project bench?
Open your mouth, nigga
You feel that?
I put this gun in your bad breath
Smellin' mouth
I will pull the trigger
I'll splatter
What little brains you got
All over the Corinthian
Leather interior of my car
This is my wife's brand-new car
So you know I don't give a fuck
- You understand?
- Yeah
- Do you understand me, bitch?
- Yeah!
Let me tell you somethin' else
If I ever hear about you talkin' to
That Homicide one more time
That Rocco, I don't care
If he asks you the time of day
If I hear about my name comin' up
I'm gonna know it was you
And I'm gonna kill ya
I mean, you are 1-87
On the street, understand?
- Do you understand me?
- Yeah
Word is bond
Now get your motherfuckin'
Ass outta my car
Who bought you this shit?
Strike bought you that shit?
Where your mama at?
She know you out here?
When I was a little boy
My daddy would have kicked my butt
All over this street
- I don't have a father, all right?
- You got one now
When Errol is talkin' to you
You listen
- You're not my daddy
- I'm your daddy now
You get your butt...
You little motherfuckers
Get outta here!
Hey, look here
Now I got to deal with this
Look at this
Shit
What the fuck is he doin'?
I'm a bad man
Errol!
Get your hand off me
- What are you doin', man?
- Get the fuck outta here
Errol, come here
Step off
Hey, Shorty
Now, fun and games is over
I warned your ass
About Errol, didn't I?
- Huh? Didn't I?
- What's goin' on here?
I don't want to see your ass
Hangin' around me no more
- What'd I do?
- Now take your ass home
I don't want to see
Your ass no more!
You a little nigga
This is real nigga shit
You need to be in school
Get your ass up...
- I thought I was def!
- Shut the fuck up!
Take your ass home to your moms
Get the fuck up them steps
Hurry up, man!
- Hurry the fuck up!
- Shouldn't have taught me then
Punk
I busted these
Four yuppie dickheads over at Ahab's
They drove down
In Daddy's Benz to cop
So fuckin' what?
I'm gonna use them to pinch that
Motherfucking shinehead Rodney
I got 'im set up
You got Rodney set up?
Got that fuckin' yo
Set up just like the movie
Let me do a favour for ya
Me and Mazilli know the prick
Let us pick him up
You'd owe me two favours
You ain't gonna let me forget
I ain't worried
No, I won't
I wash my face in dirty water
Cos it gives my mind a little order
And I play that game
Just like I should do
But my whole world slips away
I live my life, I live it slowly
And I take my time, I'm in no hurry
Yeah, I'm livin'
And when I go
Then I would surely...
Hey, Mr Mazilli
Klein. What you need, man?
- I need you, brother
- Oh, yeah?
- For what?
- I got me a warrant on ya
- Warrant for what?
- Arrest
You want to arrest me?
For what, Mazilli?
You must have sold
To an undercover, man
Oh, man, please!
You so desperate
You sellin' shit yourself?
Excuse me
All right
- Who tryin' to set me up?
- What do I know?
- Come on, man
- I'm Homicide, man
How long we been
Doin' business, huh?
All of a sudden
It don't count for nothin'?
All I know is, somebody says
Rodney's your buddy
He's not gonna break balls
If you go in. So?
Right, Rodney?
Rocco Klein, Rocco Klein
I always wanted to ask you
You Italian, you a Jew? What are you?
You can't make up your mind?
- Me?
- Yeah, you
I'm from the lost Black Tribe
Of Israel, the Yos
Now put the rag away, lock up
Get your shit, and let's go
I'm a businessman, all right?
I'm tryin' to make a dollar
- Yeah, I'm proud of ya. Let's go
- We got a job, too, OK?
Skyler, go find Errol
Tell him to come down
And mind the store for me
Tell my wife to get
My bail money together, too
Give Errol my best, all right?
Better put a leash
On that psychopath
The Santa Fe F-3
Considered the most attractive
Paint scheme on any railroad
""Dear, Mr Herman Brown
""I had to leave suddenly
But I'll be all right
""If...my...
""little...brother...""
It wasn't long before
The Santa Fe dominated...
""..swings...by...""
Today, we're going to examine
All 12 F-3 road names...
""..he...can...have...
""my...train...set.""
Western Pacific, Southern...
Texas Special...Wabash...
Illinois Central...
Baltimore and Ohio...
Milwaukee Road...Rio Grande...
Canadian Pacific and the New Haven
We will concentrate
On the characteristics
Of the shells and the paint
Of over 40 original variations
We will make our point-by-point
Analysis of actual...
God damn, man! Who stole my gat?
- Who set me up, Mazilli?
- Ho-ho
Yeah, you better not tell me
Save my ass from a homicide charge
Don't tell us before, man
We like to figure these things out
Takes all the fun out
Of the investigation
On the real side, who served me up?
What do I look like?
One of your hoes?
Yo, genius. Who do you think?
He's in a jam. It must've been
The chocolate Moos
Get the ball
Yeah, get it. Good
Got it? Yeah. Yeah, yeah, yeah, yeah
- Good, good, good!
- Yo, Sharon!
Hi, Uncle Ronnie
- Yo, what's up, Mark? Chillin'?
- Yeah
All right
So, how Victor doing? What's going on
